avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure,status
234,sales,1,0.945,4,0,medium,0.84,3,Employed
196,engineering,1,0.83,4,0,low,0.592,2,Employed
182,engineering,0,0.618,2,0,medium,0.48,3,Employed
275,"",1,0.456,2,1,medium,0.443,6,Employed
152,management,0,0.73,2,0,medium,0.433,3,Left
148,sales,1,1,3,0,low,0.682,4,Employed
100,marketing,1,0.57,2,1,medium,0.629,6,Employed
192,sales,0,0.453,5,0,low,0.645,2,Employed
146,IT,1,0.73,4,0,low,0.797,3,Employed
123,sales,0,0.735,3,0,medium,0.197,5,Employed
133,engineering,0,0.584,2,0,medium,0.414,3,Left
195,support,0,0.94,3,0,low,0.291,5,Employed
267,sales,0,0.686,3,0,low,0.719,5,Employed
218,support,0,0.878,6,0,low,0.26,3,Employed
247,engineering,0,0.915,6,0,low,0.55,4,Left
134,engineering,0,0.847,5,0,low,0.664,4,Employed
165,finance,0,0.536,4,0,low,0.558,3,Employed
179,sales,1,0.52,3,0,low,0.83,3,Employed
223,IT,0,0.742,4,0,low,0.75,4,Employed
231,sales,0,0.68,5,1,high,0.986,7,Employed
171,product,0,0.569,4,0,low,0.482,3,Employed
156,sales,0,0.577,2,0,medium,0.383,3,Left
156,support,0,0.476,2,0,medium,0.484,3,Left
220,sales,0,0.791,4,0,medium,0.821,3,Employed
180,marketing,0,0.921,4,0,high,0.112,4,Employed
247,management,0,0.527,4,0,low,0.6,2,Employed
175,sales,0,0.771,3,0,medium,0.769,2,Employed
274,engineering,1,0.621,2,0,high,0.326,3,Employed
145,engineering,0,1,5,0,medium,0.653,2,Employed
167,support,0,0.963,4,0,low,1,4,Employed
281,"",0,0.522,4,0,medium,0.527,6,Left
225,product,0,0.979,6,0,medium,0.156,3,Employed
279,marketing,1,0.782,2,0,low,0.541,3,Employed
263,engineering,1,0.769,4,0,medium,0.658,2,Employed
172,engineering,0,0.564,2,0,medium,0.762,2,Employed
169,sales,0,0.561,4,0,low,0.518,2,Employed
145,support,0,0.73,3,0,low,0.933,3,Employed
237,product,1,0.621,3,0,low,0.658,4,Employed
270,engineering,0,0.574,4,0,low,0.568,2,Employed
253,support,0,0.85,3,0,high,0.835,3,Employed
304,engineering,0,0.783,6,0,low,0.91,4,Left
196,finance,0,0.87,4,0,medium,0.712,2,Employed
155,marketing,0,0.73,2,0,low,0.451,3,Left
134,"",0,0.463,2,0,medium,0.435,3,Left
141,"",0,0.73,2,0,medium,0.346,3,Left
194,engineering,0,0.918,5,0,low,0.778,4,Employed
247,sales,0,0.97,7,0,medium,0.1,4,Left
211,"",0,0.88,4,0,medium,0.653,3,Employed
258,engineering,0,0.888,6,0,low,0.156,4,Left
154,marketing,0,0.556,2,0,low,0.449,3,Left
139,engineering,0,0.841,4,0,high,0.958,2,Employed
266,information_technology,0,0.877,5,0,low,0.936,3,Employed
151,engineering,0,0.73,2,0,medium,0.357,3,Left
172,marketing,0,0.569,4,0,low,0.815,2,Employed
245,management,0,0.981,4,0,low,0.7,5,Left
170,engineering,0,0.482,3,0,medium,0.88,3,Employed
156,sales,0,0.477,2,0,medium,0.39,3,Left
178,support,0,0.449,3,0,high,0.487,3,Employed
158,sales,0,0.491,2,0,medium,0.464,3,Left
184,support,0,0.57,4,0,high,0.452,3,Employed
194,procurement,0,0.777,3,0,low,0.745,2,Employed
159,management,0,0.746,4,0,low,0.181,5,Employed
217,engineering,0,0.814,5,0,medium,0.727,2,Employed
176,sales,1,0.73,2,0,medium,0.649,2,Employed
203,support,0,0.556,7,0,medium,0.217,5,Left
168,marketing,1,0.548,3,0,medium,0.917,2,Employed
248,finance,0,0.81,3,0,medium,0.477,2,Employed
218,support,0,0.931,5,0,medium,0.81,5,Left
241,sales,1,0.569,3,0,medium,0.818,3,Employed
265,product,1,0.933,4,0,medium,0.975,4,Employed
98,"",0,0.566,5,0,medium,0.25,5,Employed
222,sales,0,0.846,5,0,medium,0.647,3,Employed
266,finance,0,0.779,5,0,medium,0.68,2,Employed
145,support,0,0.594,2,0,medium,0.43,3,Left
245,support,0,0.626,3,0,high,0.876,4,Employed
170,marketing,0,0.711,5,0,high,0.937,3,Employed
169,IT,0,0.881,4,0,low,0.441,6,Employed
192,engineering,1,0.73,5,0,medium,0.59,2,Employed
255,IT,0,0.89,5,0,high,0.157,3,Employed
220,"",0,0.733,4,0,low,0.166,4,Employed
224,support,0,0.613,3,0,medium,0.724,3,Employed
266,support,1,0.73,4,0,medium,0.97,3,Employed
281,sales,1,0.555,5,0,low,0.83,3,Employed
141,engineering,0,0.52,2,0,medium,0.341,3,Left
282,sales,0,0.746,6,0,medium,0.15,5,Left
202,"",0,0.976,5,0,low,0.844,4,Employed
262,finance,0,0.918,3,0,low,0.524,4,Employed
136,sales,0,0.591,2,0,low,0.449,3,Left
164,support,0,0.858,3,0,medium,0.528,2,Employed
104,finance,0,1,4,0,low,0.848,5,Employed
264,IT,0,0.512,4,0,medium,0.916,3,Employed
162,engineering,0,0.432,6,0,low,0.324,5,Employed
160,support,0,0.572,2,0,low,0.472,3,Left
157,admin,0,0.736,4,0,medium,0.859,2,Employed
143,procurement,0,0.572,3,0,low,0.767,3,Employed
172,sales,0,0.54,3,0,medium,0.638,3,Employed
206,information_technology,0,0.56,3,0,medium,0.914,2,Employed
135,product,0,0.669,4,0,low,0.54,3,Employed
195,product,0,0.732,3,0,low,0.818,2,Employed
239,engineering,0,0.616,3,0,low,0.797,3,Employed
250,engineering,0,0.73,3,0,medium,0.244,3,Employed
142,engineering,0,0.73,2,0,low,0.457,3,Left
98,support,0,0.738,6,0,low,0.497,3,Employed
269,engineering,1,0.812,3,0,high,0.952,3,Employed
247,sales,1,0.657,4,0,medium,0.722,3,Employed
234,IT,1,0.644,5,0,medium,0.891,2,Employed
148,IT,0,0.623,3,0,medium,0.54,3,Employed
146,marketing,0,0.52,4,1,medium,0.79,4,Employed
252,sales,0,0.889,3,0,low,0.594,2,Employed
128,product,1,0.73,5,0,medium,0.671,3,Employed
124,marketing,0,0.796,3,0,medium,0.317,4,Employed
264,sales,0,0.517,3,0,low,0.962,3,Employed
273,sales,0,0.867,6,0,medium,0.149,4,Left
210,engineering,0,0.9,4,0,low,0.88,4,Employed
238,engineering,0,0.78,3,0,medium,0.755,2,Employed
139,finance,0,0.469,4,0,low,0.884,2,Employed
250,support,0,0.864,6,0,low,0.13,4,Left
160,sales,1,0.54,2,1,low,0.436,3,Left
151,engineering,0,0.788,4,0,low,0.198,6,Employed
150,support,0,0.851,3,0,low,0.543,3,Employed
152,engineering,0,0.56,2,0,medium,0.417,3,Left
159,sales,0,0.534,2,0,low,0.458,3,Left
244,management,0,0.913,7,0,medium,0.14,4,Left
139,"",0,0.73,2,0,low,0.487,3,Left
292,IT,0,0.83,6,0,low,0.14,4,Left
156,engineering,0,0.666,4,0,low,0.737,3,Employed
132,engineering,0,0.53,2,0,low,0.42,3,Left
229,support,0,0.9,5,0,low,0.761,6,Left
201,support,0,0.838,4,0,low,0.674,10,Employed
272,engineering,0,0.73,4,0,low,0.724,2,Employed
238,support,0,0.684,3,0,medium,0.217,6,Employed
251,engineering,0,0.51,4,0,medium,0.917,2,Employed
242,support,0,0.798,4,0,medium,0.557,2,Employed
189,engineering,0,0.98,5,0,medium,0.916,2,Employed
142,support,0,0.662,6,0,low,0.1,5,Employed
152,finance,0,0.712,5,0,low,0.945,3,Employed
141,sales,0,0.535,2,0,low,0.383,3,Left
255,support,0,0.918,7,0,low,0.81,4,Left
167,IT,0,0.547,4,0,medium,0.791,3,Employed
127,engineering,0,0.481,2,0,medium,0.56,3,Left
167,product,0,0.679,3,0,medium,0.887,3,Employed
137,engineering,0,0.73,2,0,low,0.324,3,Left
207,admin,0,0.54,3,0,medium,0.661,3,Employed
174,support,0,0.863,5,0,medium,0.654,3,Employed
174,engineering,0,0.627,5,0,medium,0.927,2,Employed
208,finance,1,1,5,0,low,0.716,2,Employed
136,engineering,0,0.578,4,0,low,0.981,3,Employed
144,support,0,0.522,2,0,low,0.463,3,Left
150,support,0,0.666,3,0,medium,0.826,3,Employed
184,support,0,1,4,0,low,0.984,4,Employed
217,engineering,0,0.783,3,0,low,0.85,3,Employed
126,temp,0,0.73,2,0,low,0.669,3,Left
275,marketing,0,0.937,4,0,low,0.242,6,Employed
205,sales,0,1,4,1,medium,0.851,2,Employed
150,sales,0,0.594,3,0,low,0.561,3,Employed
224,sales,0,0.969,4,0,medium,0.621,3,Employed
177,IT,0,0.61,5,0,high,0.554,2,Employed
231,engineering,0,0.387,3,0,medium,0.62,6,Employed
222,engineering,0,0.579,5,0,low,0.979,3,Employed
153,engineering,0,0.528,3,0,low,0.73,3,Employed
194,sales,1,0.41,4,0,low,0.655,2,Employed
192,sales,0,0.631,3,0,low,0.563,2,Employed
255,sales,0,0.828,6,0,low,0.95,4,Left
254,finance,0,0.65,3,0,low,0.62,2,Employed
208,management,0,0.95,4,0,medium,1,3,Employed
233,IT,0,0.81,2,0,medium,0.587,2,Employed
197,sales,0,0.617,4,0,medium,0.875,4,Employed
269,sales,0,0.847,3,0,low,0.313,5,Employed
171,management,1,0.97,3,0,medium,0.31,4,Employed
161,IT,0,0.353,5,0,low,0.187,4,Employed
168,IT,0,0.773,3,0,low,0.818,2,Employed
261,engineering,0,0.941,4,0,medium,0.691,5,Left
273,support,0,0.694,3,0,low,0.597,6,Left
134,engineering,0,0.638,4,0,medium,0.724,3,Employed
285,information_technology,1,0.756,5,0,medium,0.152,4,Left
150,support,0,0.98,5,0,low,0.759,4,Employed
219,engineering,0,0.81,5,0,low,0.152,4,Employed
256,support,0,0.996,4,0,low,0.512,3,Employed
149,support,0,0.73,2,0,medium,0.498,3,Left
222,management,1,0.995,3,1,low,0.611,3,Employed
144,engineering,1,0.73,3,0,medium,0.539,3,Employed
165,marketing,1,0.626,5,0,high,0.832,2,Employed
177,engineering,0,0.744,4,0,medium,0.44,3,Employed
234,engineering,0,0.73,3,0,low,0.463,3,Employed
211,support,0,0.811,5,0,low,1,4,Employed
263,IT,1,0.83,3,0,low,0.825,3,Employed
261,management,0,0.735,4,0,high,0.593,3,Employed
158,sales,1,0.764,2,0,medium,0.694,5,Employed
141,sales,1,0.888,3,0,medium,0.73,2,Employed
258,support,0,1,5,0,high,0.865,5,Left
216,sales,0,0.797,4,0,low,0.576,2,Employed
210,IT,1,0.522,3,0,high,0.819,3,Employed
247,sales,0,0.869,6,0,medium,0.165,4,Left
210,IT,0,0.73,4,0,medium,0.46,2,Employed
282,product,0,0.367,2,0,medium,0.689,3,Employed
199,finance,0,0.965,5,0,high,0.886,3,Employed
144,sales,0,0.526,3,0,medium,0.37,3,Employed
113,engineering,0,0.42,5,0,medium,0.76,8,Employed
263,engineering,0,0.694,5,0,medium,0.846,2,Left
216,product,0,0.61,5,0,low,0.924,3,Employed
163,sales,0,0.794,4,0,low,0.974,2,Employed
141,sales,0,0.541,2,0,low,0.456,3,Left
266,sales,0,0.879,5,0,low,0.931,5,Left
258,management,1,0.532,5,0,high,0.72,10,Employed
195,support,0,0.927,3,0,low,0.589,10,Employed
268,sales,0,0.636,5,0,medium,0.167,3,Employed
139,sales,0,0.858,3,0,medium,0.944,2,Employed
180,support,0,0.44,3,0,medium,0.486,3,Employed
265,sales,0,0.853,4,0,low,0.927,6,Left
168,engineering,0,0.792,3,0,medium,0.686,2,Employed
245,IT,0,0.724,3,0,high,0.272,6,Employed
244,sales,0,0.922,4,0,low,0.97,3,Employed
132,engineering,0,0.492,2,0,low,0.411,3,Left
195,sales,0,0.813,3,0,medium,0.979,7,Employed
226,support,0,0.959,5,0,low,0.769,6,Left
206,admin,0,0.853,3,0,low,0.791,3,Employed
135,support,0,0.529,2,0,low,0.436,3,Left
139,sales,0,0.544,2,0,low,0.482,3,Left
236,engineering,0,0.778,5,0,medium,0.936,3,Employed
135,marketing,0,0.758,3,0,low,0.486,2,Employed
252,sales,1,0.563,3,0,low,0.717,4,Employed
242,IT,0,0.879,3,0,low,0.552,2,Employed
250,"",0,0.995,3,0,medium,0.929,3,Employed
102,sales,0,0.741,4,0,medium,0.257,3,Employed
204,sales,0,0.972,4,0,medium,0.748,3,Employed
235,engineering,0,1,6,0,medium,0.368,6,Employed
225,sales,1,0.579,3,0,medium,0.999,4,Employed
143,support,0,0.73,3,0,low,0.962,3,Employed
262,support,0,0.541,5,0,medium,0.74,3,Employed
205,engineering,1,0.62,6,0,low,0.238,5,Employed
145,marketing,0,0.515,2,0,low,0.492,3,Left
155,engineering,0,0.688,4,0,low,0.793,4,Employed
259,marketing,0,0.73,3,0,medium,0.633,3,Employed
253,sales,0,0.622,4,0,medium,0.923,7,Employed
271,sales,0,0.723,3,0,medium,0.992,4,Employed
49,temp,0,0.73,2,0,medium,0.669,3,Employed
136,support,0,0.73,2,0,medium,0.411,3,Left
132,support,0,0.516,2,0,low,0.351,3,Left
132,sales,1,0.519,2,0,low,0.439,3,Left
223,marketing,0,0.929,5,0,low,0.56,3,Employed
204,product,0,0.414,3,0,medium,0.572,4,Employed
270,sales,0,0.936,4,0,medium,0.76,2,Employed
177,sales,0,0.931,4,0,low,0.647,7,Employed
140,IT,1,0.822,4,0,medium,0.173,5,Employed
233,IT,0,0.948,3,0,low,0.489,4,Employed
148,sales,0,0.457,2,0,low,0.366,3,Left
239,IT,0,0.867,4,0,low,0.78,6,Left
246,sales,0,0.969,5,0,low,0.947,5,Left
247,product,0,0.498,5,0,medium,0.832,4,Employed
157,support,0,0.582,2,0,low,0.355,3,Left
131,temp,0,0.73,2,0,low,0.669,3,Employed
145,IT,0,0.73,2,0,high,0.52,3,Left
205,engineering,0,0.964,6,0,high,0.514,5,Employed
224,support,1,0.649,3,0,low,0.989,2,Employed
129,engineering,0,0.59,2,0,medium,0.41,3,Left
157,IT,0,0.491,2,0,low,0.444,3,Left
222,product,0,0.654,6,0,medium,0.179,5,Employed
188,IT,0,0.497,5,0,low,0.591,2,Employed
252,admin,1,0.73,5,0,low,0.827,3,Employed
278,IT,0,0.88,7,0,low,0.158,4,Left
181,engineering,0,0.71,3,0,low,0.978,2,Employed
108,engineering,0,0.432,4,0,low,0.297,4,Employed
226,marketing,1,0.938,5,0,medium,0.74,2,Employed
151,engineering,0,0.444,2,0,low,0.385,3,Left
269,marketing,1,0.346,5,0,medium,0.759,6,Employed
165,sales,0,0.68,4,0,medium,0.812,3,Employed
269,sales,0,0.441,5,0,medium,0.611,3,Employed
127,support,0,0.551,2,0,medium,0.4,3,Left
238,marketing,0,0.763,3,0,medium,0.736,3,Employed
143,support,0,0.57,2,0,low,0.331,3,Left
161,sales,1,0.977,3,0,low,0.877,2,Employed
132,engineering,0,0.73,5,0,medium,0.756,3,Employed
257,IT,1,0.547,3,0,low,0.747,3,Employed
169,IT,0,0.637,3,0,medium,0.514,10,Employed
160,engineering,0,0.577,5,0,medium,0.616,3,Employed
154,sales,0,0.477,2,0,medium,0.439,3,Left
300,support,1,0.853,6,0,low,0.68,5,Left
163,support,0,0.891,4,0,medium,0.865,2,Employed
215,engineering,1,0.568,3,0,medium,0.733,7,Employed
231,sales,0,0.88,5,0,medium,0.918,6,Left
280,IT,1,0.557,5,0,medium,0.526,6,Employed
227,finance,0,0.878,4,0,low,0.879,5,Left
179,support,0,0.92,5,0,high,0.91,2,Employed
113,engineering,0,0.617,4,0,low,0.876,3,Employed
177,"",0,0.882,3,0,medium,0.722,4,Left
233,sales,0,0.96,4,0,low,1,3,Employed
198,engineering,1,0.67,4,0,medium,0.53,2,Employed
295,product,0,0.859,7,0,low,0.54,4,Left
123,sales,1,0.452,5,0,low,0.257,5,Employed
233,IT,0,0.969,4,0,low,0.743,3,Employed
257,IT,0,1,4,0,low,0.97,3,Employed
138,engineering,0,0.864,4,0,low,0.447,5,Employed
214,support,0,0.843,3,0,medium,0.87,2,Left
238,management,0,0.787,2,0,medium,0.765,3,Employed
296,"",0,0.73,4,0,low,0.811,3,Left
214,support,0,0.858,3,0,medium,0.112,2,Left
212,support,0,0.878,5,0,low,0.522,2,Employed
179,finance,0,0.761,4,0,low,0.664,3,Employed
174,"",0,0.73,3,0,low,0.524,3,Employed
201,IT,0,0.584,3,0,medium,0.691,2,Employed
148,"",0,0.43,2,0,low,0.397,3,Left
127,"",0,0.467,2,0,medium,0.365,3,Left
159,engineering,1,0.684,3,0,medium,0.551,3,Employed
148,management,1,0.483,2,0,medium,0.39,3,Left
150,sales,0,0.73,4,1,high,0.833,3,Employed
223,marketing,0,0.968,3,0,low,0.599,10,Employed
243,sales,0,0.717,6,0,medium,0.95,3,Employed
175,sales,0,0.73,3,0,low,0.566,3,Employed
271,sales,0,0.667,3,0,low,0.447,4,Left
186,support,1,0.632,3,0,medium,0.826,3,Employed
201,management,0,0.775,3,0,high,0.77,10,Employed
173,engineering,0,0.73,3,0,low,0.598,3,Employed
202,support,0,0.726,4,0,medium,0.88,4,Employed
234,IT,0,0.632,5,0,low,0.823,2,Employed
109,engineering,1,0.689,3,0,low,0.687,5,Employed
308,IT,1,0.91,6,0,low,0.119,4,Left
193,sales,0,0.73,5,0,low,0.725,3,Employed
212,support,0,0.576,2,0,medium,0.854,3,Employed
310,"",0,0.784,7,0,low,0.81,4,Left
201,"",0,0.879,3,0,low,0.566,2,Employed
192,engineering,0,0.73,3,0,low,0.747,2,Employed
215,support,1,0.393,4,0,low,0.215,4,Employed
210,sales,0,0.898,3,0,medium,0.569,3,Employed
308,sales,0,0.84,6,0,medium,0.112,5,Left
278,sales,0,0.739,2,0,medium,0.99,2,Employed
130,sales,0,0.525,2,0,medium,0.477,3,Left
180,support,0,0.651,5,0,medium,0.815,5,Left
142,"",0,0.557,2,0,medium,0.489,3,Left
262,information_technology,0,0.68,4,0,medium,0.782,3,Employed
139,"",0,0.865,3,0,low,0.715,2,Employed
249,sales,0,0.756,4,0,low,0.247,5,Employed
237,sales,0,0.914,5,0,medium,0.59,3,Employed
284,sales,0,0.79,3,0,low,0.493,10,Employed
292,sales,0,0.954,6,0,medium,0.17,4,Left
167,engineering,1,0.949,5,0,low,0.383,3,Employed
173,marketing,0,0.842,3,0,low,0.926,3,Employed
180,sales,0,0.574,4,0,low,0.838,2,Employed
235,"",0,0.979,5,0,low,0.724,5,Left
144,"",0,0.657,5,0,low,0.892,2,Employed
255,IT,0,0.945,4,0,medium,0.665,3,Employed
230,support,0,0.926,5,0,low,0.855,5,Left
225,support,0,0.588,3,0,low,0.769,4,Employed
171,sales,0,0.624,4,0,low,0.662,3,Employed
272,product,0,0.741,4,0,high,0.983,3,Employed
183,support,0,0.872,3,0,low,0.693,5,Left
273,sales,0,0.685,4,0,medium,0.732,3,Employed
271,engineering,0,0.559,5,0,medium,0.651,3,Employed
199,"",0,0.981,6,0,medium,0.21,4,Employed
181,IT,0,0.94,4,0,medium,0.559,3,Employed
256,procurement,0,0.543,5,0,medium,0.51,3,Employed
148,product,0,0.945,3,0,medium,0.77,2,Employed
274,IT,0,0.919,4,0,low,0.94,5,Left
88,temp,0,0.73,1,0,medium,0.669,3,Employed
225,sales,0,0.477,4,0,medium,0.97,3,Employed
199,sales,0,1,3,0,medium,0.455,3,Employed
253,finance,0,0.761,3,0,low,0.97,4,Employed
217,sales,0,0.73,5,0,medium,0.781,2,Employed
233,finance,0,0.695,4,0,medium,0.883,3,Employed
135,sales,1,0.676,4,0,low,0.994,2,Employed
210,product,0,0.81,4,0,medium,0.536,2,Employed
282,engineering,0,0.681,7,0,low,0.15,5,Left
157,information_technology,0,0.77,3,0,low,0.52,3,Employed
166,support,0,0.51,2,0,medium,0.346,3,Employed
194,sales,1,0.777,3,0,low,0.627,4,Employed
163,sales,1,0.713,3,0,medium,0.728,3,Employed
179,sales,0,0.627,3,0,low,0.857,2,Employed
298,sales,0,0.854,6,0,low,0.129,4,Left
136,engineering,0,0.455,2,0,medium,0.43,3,Left
148,engineering,0,0.581,2,0,medium,0.355,3,Left
157,sales,1,0.717,2,0,medium,0.545,2,Employed
187,IT,0,0.66,4,0,low,0.936,2,Employed
146,information_technology,0,0.73,2,0,low,0.431,3,Left
176,product,1,0.84,4,0,high,0.271,6,Employed
271,sales,0,0.678,4,0,low,0.728,3,Employed
245,sales,0,0.832,5,0,low,0.749,5,Left
127,management,0,0.538,2,0,medium,0.418,3,Left
244,finance,0,0.834,6,0,low,0.16,4,Left
255,sales,0,0.666,4,0,low,0.7,5,Employed
151,IT,0,0.58,2,0,low,0.42,3,Left
169,sales,0,0.791,4,0,low,0.57,2,Employed
224,support,0,0.48,3,0,medium,1,4,Employed
159,sales,0,0.54,2,0,low,0.443,3,Left
170,product,1,0.73,5,0,medium,0.851,3,Employed
239,sales,0,0.891,4,0,low,0.872,5,Left
196,sales,0,0.985,5,0,medium,0.472,4,Employed
123,sales,0,0.347,3,0,medium,0.44,2,Employed
130,support,0,0.56,2,0,medium,0.45,3,Left
158,engineering,0,0.541,5,0,medium,0.656,3,Employed
200,engineering,0,0.917,3,0,high,0.619,3,Employed
153,finance,0,0.449,2,0,low,0.46,3,Left
153,marketing,0,0.716,4,0,medium,0.812,2,Employed
242,sales,0,0.893,3,0,high,0.675,10,Employed
257,sales,0,0.915,6,0,low,0.118,4,Left
155,sales,0,0.999,2,0,low,0.647,5,Left
271,sales,0,0.924,6,0,low,0.9,4,Left
261,engineering,0,0.855,7,0,low,0.133,5,Left
190,sales,0,0.685,5,0,medium,0.745,2,Employed
196,sales,0,0.59,4,0,low,0.898,2,Employed
133,support,0,0.891,4,0,medium,0.282,6,Employed
151,"",0,0.546,2,0,medium,0.375,3,Left
266,marketing,0,0.785,4,0,medium,0.532,3,Employed
251,procurement,0,0.59,3,0,medium,0.662,2,Employed
252,management,0,0.862,4,0,medium,0.743,3,Employed
253,marketing,0,1,4,0,low,0.743,5,Left
266,support,0,0.889,6,0,medium,0.11,4,Left
196,sales,0,0.518,2,0,low,0.72,3,Employed
305,finance,0,0.828,6,0,medium,0.84,4,Left
152,sales,0,0.487,2,0,high,0.47,3,Left
215,sales,1,0.618,5,0,medium,0.813,2,Employed
160,support,0,0.73,2,0,low,0.391,3,Left
239,sales,0,0.756,3,0,low,0.145,6,Employed
226,sales,0,0.814,5,0,medium,0.16,3,Employed
220,support,0,0.899,3,0,low,0.952,3,Employed
135,IT,0,0.67,4,0,high,0.437,2,Employed
226,engineering,0,0.496,2,0,low,0.418,3,Employed
226,IT,0,0.647,5,0,medium,0.53,3,Employed
152,engineering,0,0.565,2,0,low,0.4,3,Left
195,engineering,0,0.73,5,0,low,0.856,3,Employed
212,sales,0,0.769,3,0,medium,0.982,3,Employed
171,"",0,0.974,4,0,medium,0.727,2,Employed
165,engineering,1,0.712,4,0,medium,0.574,4,Employed
163,support,0,0.486,3,0,medium,0.832,3,Employed
238,"",0,0.73,4,0,low,0.615,3,Left
264,sales,0,0.62,3,0,medium,0.966,2,Employed
274,"",0,1,5,0,low,0.829,5,Left
161,IT,0,0.612,4,0,low,0.99,3,Employed
234,IT,1,0.73,4,0,medium,0.62,2,Employed
157,admin,0,0.615,3,0,medium,0.748,2,Employed
98,sales,0,0.73,6,0,low,0.864,3,Employed
129,support,0,0.518,2,0,low,0.49,3,Left
153,engineering,0,0.671,3,0,low,0.533,3,Employed
231,support,0,0.73,3,0,medium,0.766,2,Employed
145,engineering,0,0.56,2,0,medium,0.552,5,Employed
166,engineering,0,0.741,2,0,low,0.743,3,Employed
264,support,0,0.849,4,0,low,0.934,6,Left
161,sales,1,0.73,3,0,medium,0.719,2,Employed
183,procurement,0,0.568,4,0,low,0.54,3,Employed
68,temp,1,0.73,1,0,low,0.669,3,Left
170,engineering,0,0.751,6,0,low,0.111,3,Employed
232,product,1,0.484,3,0,low,0.78,3,Employed
164,finance,0,0.81,3,0,medium,0.967,2,Employed
250,marketing,0,0.88,6,0,medium,0.789,2,Employed
180,support,0,0.889,3,0,medium,0.848,2,Employed
247,admin,0,0.438,4,0,medium,0.441,3,Employed
203,support,0,0.813,3,0,medium,0.796,3,Employed
117,sales,0,0.949,6,0,medium,0.139,7,Employed
137,support,0,0.6,4,0,medium,0.99,2,Employed
177,finance,0,0.732,4,0,low,0.7,3,Employed
174,finance,0,0.745,5,0,high,0.53,3,Employed
263,support,0,0.82,4,0,medium,0.892,3,Employed
143,support,0,0.546,2,0,low,0.425,3,Left
252,sales,1,0.677,4,0,medium,0.597,3,Employed
265,product,0,0.655,3,0,medium,0.726,3,Employed
146,sales,1,0.476,4,0,medium,0.399,3,Employed
256,"",0,0.43,4,0,low,0.222,5,Employed
233,engineering,0,0.753,5,0,high,0.72,3,Employed
238,"",1,0.739,4,0,low,0.624,5,Employed
244,sales,0,0.57,5,0,medium,0.693,4,Employed
135,sales,0,0.73,2,0,medium,0.42,3,Left
270,sales,0,0.73,3,0,medium,0.961,3,Employed
135,sales,0,0.538,2,0,low,0.481,3,Left
189,support,0,0.73,4,0,medium,0.675,2,Employed
225,finance,0,0.652,5,0,medium,0.719,3,Employed
191,engineering,0,0.665,3,0,low,0.644,3,Employed
237,marketing,1,0.967,4,0,medium,0.721,3,Employed
227,sales,1,0.727,5,0,medium,0.678,3,Employed
248,sales,0,0.58,3,0,low,0.78,4,Employed
218,sales,0,0.73,6,0,medium,0.4,6,Employed
271,product,0,0.818,5,0,low,0.693,4,Employed
262,IT,0,0.726,4,0,low,0.885,2,Employed
179,marketing,0,0.447,4,0,low,0.628,3,Employed
253,support,0,0.852,6,0,low,0.73,4,Left
237,sales,0,0.911,5,0,medium,0.885,5,Left
254,engineering,0,0.914,6,0,low,0.85,4,Left
272,finance,0,0.848,7,0,low,0.129,4,Left
256,marketing,0,0.944,7,0,medium,0.18,4,Left
134,support,1,0.736,3,0,low,0.677,3,Employed
221,product,0,1,5,0,low,0.766,5,Left
125,management,0,0.69,3,0,medium,0.321,3,Employed
220,sales,0,0.433,5,0,low,0.574,4,Left
236,IT,0,0.73,2,0,medium,0.842,3,Employed
158,sales,0,0.73,2,0,low,0.426,3,Left
141,support,0,0.53,4,0,medium,0.778,3,Employed
242,support,0,0.617,4,0,low,0.892,4,Employed
205,sales,0,1,4,1,medium,0.883,2,Employed
246,support,0,0.646,4,0,medium,0.925,2,Employed
144,engineering,0,0.8,4,0,medium,0.947,4,Employed
178,IT,0,0.691,4,0,medium,0.552,8,Employed
229,sales,0,0.718,4,0,medium,0.693,3,Employed
135,"",0,0.83,4,0,low,0.668,2,Employed
249,IT,0,0.958,4,0,low,0.763,5,Left
219,engineering,0,0.73,2,0,low,0.391,2,Employed
152,sales,0,0.826,4,0,low,0.847,7,Employed
174,support,0,0.975,3,0,low,0.28,6,Employed
272,product,0,0.739,3,0,low,0.63,2,Employed
146,engineering,1,0.597,3,0,medium,0.118,6,Employed
194,engineering,0,0.67,6,0,low,0.25,3,Employed
173,sales,0,0.58,6,0,low,0.146,4,Employed
239,"",0,0.73,4,1,high,0.59,2,Employed
264,procurement,0,0.792,3,0,low,0.972,3,Employed
218,engineering,0,1,5,0,medium,0.879,5,Left
156,engineering,0,0.722,2,0,medium,0.649,3,Employed
180,engineering,1,0.627,3,0,low,0.521,2,Employed
194,procurement,1,0.81,4,0,low,0.867,3,Employed
139,support,0,0.346,5,0,medium,0.346,4,Employed
280,information_technology,1,0.833,5,0,high,0.12,3,Employed
249,product,0,0.795,4,0,medium,0.592,10,Employed
193,support,0,0.556,4,0,medium,0.739,3,Employed
262,support,0,0.566,5,0,medium,0.573,3,Employed
246,"",0,0.9,4,0,low,0.794,6,Left
247,"",0,0.373,3,0,medium,0.186,4,Employed
159,IT,0,0.511,2,0,medium,0.396,3,Left
148,sales,0,0.912,4,0,low,0.78,2,Employed
249,marketing,0,0.838,4,0,low,0.863,6,Left
168,sales,0,0.644,3,0,low,0.49,3,Employed
